CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
EU27.1.0.0.0.UVGD;European Union;01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5760.12;6029.03;6339.40;6638.18;6821.33;7113.23;7433.42;7871.93;8244.63;8541.71;8770.78;9171.42;9564.45;10116.37;10743.04;11089.76;10591.96;10982.64;11328.29;11396.45;11516.21;11782.09;12215.15;12548.70;13074.83;13533.33;14018.75;13461.69;14534.16;15807.74;16933.17;17724.40                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
EU15.1.0.0.0.UVGD;European Union (15 countries);01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6241.94;6494.21;6512.12;6807.88;7062.48;7421.93;7830.72;8184.51;8605.93;9208.21;9557.48;9870.63;10023.61;10498.58;10888.75;11466.66;12059.16;12020.68;11379.12;11841.01;12172.60;12424.68;12521.72;12964.42;13668.74;13769.30;14124.28;14539.84;15035.06;14337.32;15523.25;16833.54;17741.42;18436.75                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
EA19.1.0.0.0.UVGD;Euro area (19 countries);01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5258.00;5483.31;5742.88;5986.86;6131.62;6381.90;6673.96;7025.09;7354.53;7603.68;7823.55;8156.94;8448.11;8897.10;9391.02;9624.51;9276.59;9535.69;9797.62;9837.41;9936.14;10169.46;10523.09;10817.29;11224.15;11599.25;11986.30;11456.98;12319.63;13333.59;14241.81;14854.24                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
EA20.1.0.0.0.UVGD;Euro area;01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5266.97;5496.00;5760.21;6005.78;6152.83;6404.87;6696.13;7048.71;7380.46;7632.44;7854.58;8190.76;8484.95;8937.68;9435.35;9672.98;9322.18;9581.45;9843.17;9882.03;9980.58;10213.45;10568.35;10864.63;11274.14;11652.00;12041.95;11507.43;12377.92;13400.53;14314.91;14931.36                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
EA12.1.0.0.0.UVGD;Euro area (12 countries);01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4900.60;5164.48;5219.74;5437.64;5688.53;5926.89;6062.98;6307.55;6596.77;6938.34;7261.18;7502.40;7713.59;8035.92;8313.27;8743.37;9208.02;9421.46;9091.36;9343.57;9594.33;9627.23;9722.47;9948.98;10293.62;10580.02;10971.13;11328.27;11698.62;11173.89;12006.87;12979.00;13850.81;14436.85                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DU15.1.0.0.0.UVGD;EU15 (including D_W West-Germany);01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;315.133;343.609;374.952;409.821;454.103;496.315;536.849;573.133;623.797;697.979;787.029;873.139;971.771;1124.218;1304.442;1466.085;1682.041;1862.080;2047.655;2327.630;2625.914;2911.453;3184.053;3401.156;3692.516;3968.172;4190.860;4413.713;4820.985;5283.827;5690.647;6079.807;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DA12.1.0.0.0.UVGD;EA12 (including D_W West-Germany);01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;224.669;247.642;273.551;301.601;334.949;366.625;397.379;425.855;473.615;533.007;601.780;668.907;750.688;888.606;1038.533;1161.567;1342.726;1492.231;1638.624;1845.142;2039.155;2216.265;2436.520;2617.270;2839.414;3031.008;3282.472;3455.629;3711.345;4070.909;4438.426;4738.467;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
BEL.1.0.0.0.UVGD;Belgium;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-BEF;14.9664;15.8938;16.9910;18.2776;20.4572;22.2956;23.9390;25.6590;27.4358;30.4319;33.8364;36.8178;40.8672;46.4351;54.1302;60.1243;68.3368;73.9212;79.1080;85.0063;91.9382;96.3925;104.3078;110.5050;119.3899;126.9783;132.9088;138.2645;147.9356;160.4111;170.0968;178.1976;187.1210;192.7214;203.1069;210.4891;214.2871;224.1015;232.6238;242.3076;256.3764;264.3349;273.2559;281.2002;296.8197;310.0376;325.1515;343.6189;351.7431;346.4728;363.1401;375.9678;386.1747;392.8800;403.0033;416.7014;430.0853;445.0501;460.0508;478.6761;459.8274;502.5211;549.4562;577.3821;598.7229                                                                                                                                                                                                                                                                                                                                            
BGR.1.0.0.0.UVGD;Bulgaria;01 Gross domestic product;Gross domestic product at current prices ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0660;0.1972;0.2918;0.4344;0.7637;1.2757;2.1871;19.0324;26.4600;25.0429;28.1249;30.9867;34.0687;36.6379;41.2013;47.0172;53.6084;63.4945;72.8471;73.1815;74.8777;81.1245;82.6459;82.2418;84.1503;89.5998;95.3905;102.7406;109.9644;120.3960;120.5534;139.0123;165.3836;185.4057;197.2331                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
CZE.1.0.0.0.UVGD;Czechia;01 Gross domestic product;Gross domestic product at current prices ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;678.441;875.294;982.565;1208.552;1378.972;1596.306;1829.255;1971.024;2156.624;2252.983;2386.289;2579.126;2690.982;2823.452;3079.207;3285.601;3530.881;3859.533;4042.860;3954.320;3992.870;4062.323;4088.912;4142.811;4345.766;4625.378;4796.873;5110.743;5410.761;5791.498;5709.131;6108.717;6795.101;7575.767;8202.770                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
